size,run,suite,method,time_s,time_ms
16384,9,scan,scan_naive_non_pow2,0.377856,377.85600000000005
16384,9,scan,scan_work_efficient_pow2,0.18944,189.44
16384,9,scan,scan_work_efficient_non_pow2,0.060416,60.416
16384,9,scan,scan_thrust_pow2,0.106496,106.496
16384,9,scan,scan_thrust_non_pow2,0.055296,55.296
16384,9,compact,compact_cpu_without_scan_pow2,0.0307,30.700000000000003
16384,9,compact,compact_cpu_without_scan_non_pow2,0.0278,27.799999999999997
16384,9,compact,compact_cpu_with_scan,0.0614,61.400000000000006
16384,9,compact,compact_work_efficient_pow2,0.170048,170.048
16384,9,compact,compact_work_efficient_non_pow2,0.145408,145.40800000000002
16384,10,scan,scan_cpu_pow2,0.0082,8.200000000000001
16384,10,scan,scan_cpu_non_pow2,0.0076,7.6
16384,10,scan,scan_naive_pow2,0.996352,996.352
16384,10,scan,scan_naive_non_pow2,0.301056,301.056
16384,10,scan,scan_work_efficient_pow2,0.15872,158.72
16384,10,scan,scan_work_efficient_non_pow2,0.050272,50.272
16384,10,scan,scan_thrust_pow2,0.10752,107.52000000000001
16384,10,scan,scan_thrust_non_pow2,0.04608,46.080000000000005
16384,10,compact,compact_cpu_without_scan_pow2,0.0311,31.099999999999998
16384,10,compact,compact_cpu_without_scan_non_pow2,0.0265,26.5
16384,10,compact,compact_cpu_with_scan,0.0571,57.1
16384,10,compact,compact_work_efficient_pow2,0.157696,157.696
16384,10,compact,compact_work_efficient_non_pow2,0.14336,143.35999999999999
8192,1,scan,scan_cpu_pow2,0.0043,4.3
8192,1,scan,scan_cpu_non_pow2,0.0039,3.9
8192,1,scan,scan_naive_pow2,0.315392,315.392
8192,1,scan,scan_naive_non_pow2,0.234496,234.496
8192,1,scan,scan_work_efficient_pow2,0.186368,186.368
8192,1,scan,scan_work_efficient_non_pow2,0.052224,52.224
8192,1,scan,scan_thrust_pow2,0.11776,117.76
8192,1,scan,scan_thrust_non_pow2,0.048128,48.128
8192,1,compact,compact_cpu_without_scan_pow2,0.0184,18.4
8192,1,compact,compact_cpu_without_scan_non_pow2,0.013,13.0
8192,1,compact,compact_cpu_with_scan,0.0331,33.099999999999994
8192,1,compact,compact_work_efficient_pow2,0.22016,220.16
8192,1,compact,compact_work_efficient_non_pow2,0.10752,107.52000000000001
8192,2,scan,scan_cpu_pow2,0.004,4.0
8192,2,scan,scan_cpu_non_pow2,0.0031,3.1
8192,2,scan,scan_naive_pow2,0.350208,350.208
8192,2,scan,scan_naive_non_pow2,0.226304,226.304
8192,2,scan,scan_work_efficient_pow2,0.208896,208.896
8192,2,scan,scan_work_efficient_non_pow2,0.050176,50.176
8192,2,scan,scan_thrust_pow2,0.101376,101.37599999999999
8192,2,scan,scan_thrust_non_pow2,0.058368,58.368
8192,2,compact,compact_cpu_without_scan_pow2,0.015,15.0
8192,2,compact,compact_cpu_without_scan_non_pow2,0.011,11.0
8192,2,compact,compact_cpu_with_scan,0.0261,26.1
8192,2,compact,compact_work_efficient_pow2,0.181248,181.248
8192,2,compact,compact_work_efficient_non_pow2,0.147456,147.45600000000002
8192,3,scan,scan_cpu_pow2,0.0039,3.9
8192,3,scan,scan_cpu_non_pow2,0.0034,3.4
8192,3,scan,scan_naive_pow2,0.93696,936.96
8192,3,scan,scan_naive_non_pow2,0.306176,306.176
8192,3,scan,scan_work_efficient_pow2,0.13312,133.11999999999998
8192,3,scan,scan_work_efficient_non_pow2,0.053312,53.312
8192,3,scan,scan_thrust_pow2,0.124928,124.928
8192,3,scan,scan_thrust_non_pow2,0.039936,39.936
8192,3,compact,compact_cpu_without_scan_pow2,0.0153,15.299999999999999
8192,3,compact,compact_cpu_without_scan_non_pow2,0.0107,10.7
8192,3,compact,compact_cpu_with_scan,0.0266,26.599999999999998
8192,3,compact,compact_work_efficient_pow2,0.161792,161.792
8192,3,compact,compact_work_efficient_non_pow2,0.11264,112.64
8192,4,scan,scan_cpu_pow2,0.0046,4.6
8192,4,scan,scan_cpu_non_pow2,0.0038,3.8
8192,4,scan,scan_naive_pow2,0.443392,443.392
8192,4,scan,scan_naive_non_pow2,0.247808,247.808
8192,4,scan,scan_work_efficient_pow2,0.178176,178.176
8192,4,scan,scan_work_efficient_non_pow2,0.06656,66.55999999999999
8192,4,scan,scan_thrust_pow2,0.144384,144.38400000000001
8192,4,scan,scan_thrust_non_pow2,0.04608,46.080000000000005
8192,4,compact,compact_cpu_without_scan_pow2,0.0157,15.7
8192,4,compact,compact_cpu_without_scan_non_pow2,0.0111,11.1
8192,4,compact,compact_cpu_with_scan,0.0268,26.8
8192,4,compact,compact_work_efficient_pow2,0.159744,159.744
8192,4,compact,compact_work_efficient_non_pow2,0.123904,123.904
8192,5,scan,scan_cpu_pow2,0.0034,3.4
8192,5,scan,scan_cpu_non_pow2,0.0035,3.5
8192,5,scan,scan_naive_pow2,0.387072,387.072
8192,5,scan,scan_naive_non_pow2,0.270336,270.336
8192,5,scan,scan_work_efficient_pow2,0.173056,173.05599999999998
8192,5,scan,scan_work_efficient_non_pow2,0.058368,58.368
8192,5,scan,scan_thrust_pow2,0.118784,118.784
8192,5,scan,scan_thrust_non_pow2,0.047104,47.104
8192,5,compact,compact_cpu_without_scan_pow2,0.0153,15.299999999999999
8192,5,compact,compact_cpu_without_scan_non_pow2,0.0107,10.7
8192,5,compact,compact_cpu_with_scan,0.0265,26.5
8192,5,compact,compact_work_efficient_pow2,0.169984,169.984
8192,5,compact,compact_work_efficient_non_pow2,0.113664,113.664
8192,6,scan,scan_cpu_pow2,0.0042,4.2
8192,6,scan,scan_cpu_non_pow2,0.0041,4.1000000000000005
8192,6,scan,scan_naive_pow2,0.486528,486.528
8192,6,scan,scan_naive_non_pow2,0.315392,315.392
8192,6,scan,scan_work_efficient_pow2,0.152576,152.576
8192,6,scan,scan_work_efficient_non_pow2,0.09216,92.16000000000001
8192,6,scan,scan_thrust_pow2,0.114688,114.688
8192,6,scan,scan_thrust_non_pow2,0.06656,66.55999999999999
8192,6,compact,compact_cpu_without_scan_pow2,0.0154,15.4
8192,6,compact,compact_cpu_without_scan_non_pow2,0.0103,10.3
8192,6,compact,compact_cpu_with_scan,0.027,27.0
8192,6,compact,compact_work_efficient_pow2,0.154656,154.65599999999998
8192,6,compact,compact_work_efficient_non_pow2,0.106496,106.496
8192,7,scan,scan_cpu_pow2,0.0044,4.4
8192,7,scan,scan_cpu_non_pow2,0.0038,3.8
8192,7,scan,scan_naive_pow2,0.335872,335.872
8192,7,scan,scan_naive_non_pow2,0.21504,215.04000000000002
8192,7,scan,scan_work_efficient_pow2,0.150528,150.528
8192,7,scan,scan_work_efficient_non_pow2,0.08704,87.04
8192,7,scan,scan_thrust_pow2,0.109568,109.568
8192,7,scan,scan_thrust_non_pow2,0.049152,49.152
8192,7,compact,compact_cpu_without_scan_pow2,0.0153,15.299999999999999
8192,7,compact,compact_cpu_without_scan_non_pow2,0.0105,10.5
8192,7,compact,compact_cpu_with_scan,0.0273,27.3
8192,7,compact,compact_work_efficient_pow2,0.690176,690.176
8192,7,compact,compact_work_efficient_non_pow2,0.074752,74.752
8192,8,scan,scan_cpu_pow2,0.0044,4.4
8192,8,scan,scan_cpu_non_pow2,0.0038,3.8
8192,8,scan,scan_naive_pow2,0.345088,345.088
8192,8,scan,scan_naive_non_pow2,0.325632,325.632
8192,8,scan,scan_work_efficient_pow2,0.131072,131.072
8192,8,scan,scan_work_efficient_non_pow2,0.0512,51.2
8192,8,scan,scan_thrust_pow2,0.126976,126.976
8192,8,scan,scan_thrust_non_pow2,0.045056,45.056
8192,8,compact,compact_cpu_without_scan_pow2,0.0152,15.2
8192,8,compact,compact_cpu_without_scan_non_pow2,0.0104,10.4
8192,8,compact,compact_cpu_with_scan,0.0265,26.5
8192,8,compact,compact_work_efficient_pow2,0.216064,216.064
8192,8,compact,compact_work_efficient_non_pow2,0.073728,73.72800000000001
8192,9,scan,scan_cpu_pow2,0.0042,4.2
8192,9,scan,scan_cpu_non_pow2,0.0039,3.9
8192,9,scan,scan_naive_pow2,0.342016,342.01599999999996
8192,9,scan,scan_naive_non_pow2,0.233472,233.472
8192,9,scan,scan_work_efficient_pow2,0.132096,132.096
8192,9,scan,scan_work_efficient_non_pow2,0.08704,87.04
8192,9,scan,scan_thrust_pow2,0.187392,187.392
8192,9,scan,scan_thrust_non_pow2,0.045056,45.056
8192,9,compact,compact_cpu_without_scan_pow2,0.0155,15.5
8192,9,compact,compact_cpu_without_scan_non_pow2,0.0105,10.5
8192,9,compact,compact_cpu_with_scan,0.0268,26.8
8192,9,compact,compact_work_efficient_pow2,0.18944,189.44
8192,9,compact,compact_work_efficient_non_pow2,0.139264,139.264
8192,10,scan,scan_cpu_pow2,0.0037,3.7
8192,10,scan,scan_cpu_non_pow2,0.0075,7.5
8192,10,scan,scan_naive_pow2,0.352256,352.25600000000003
8192,10,scan,scan_naive_non_pow2,0.29184,291.84
8192,10,scan,scan_work_efficient_pow2,0.170048,170.048
8192,10,scan,scan_work_efficient_non_pow2,0.086016,86.01599999999999
8192,10,scan,scan_thrust_pow2,0.105472,105.472
8192,10,scan,scan_thrust_non_pow2,0.04608,46.080000000000005
8192,10,compact,compact_cpu_without_scan_pow2,0.0155,15.5
8192,10,compact,compact_cpu_without_scan_non_pow2,0.0106,10.6
8192,10,compact,compact_cpu_with_scan,0.0265,26.5
8192,10,compact,compact_work_efficient_pow2,0.13312,133.11999999999998
8192,10,compact,compact_work_efficient_non_pow2,0.075776,75.776
4096,1,scan,scan_cpu_pow2,0.0027,2.7
4096,1,scan,scan_cpu_non_pow2,0.0015,1.5
4096,1,scan,scan_naive_pow2,0.946176,946.176
4096,1,scan,scan_naive_non_pow2,0.27648,276.48
4096,1,scan,scan_work_efficient_pow2,0.177152,177.15200000000002
4096,1,scan,scan_work_efficient_non_pow2,0.083968,83.968
4096,1,scan,scan_thrust_pow2,0.118784,118.784
4096,1,scan,scan_thrust_non_pow2,0.041984,41.984
4096,1,compact,compact_cpu_without_scan_pow2,0.0076,7.6
4096,1,compact,compact_cpu_without_scan_non_pow2,0.0045,4.5
4096,1,compact,compact_cpu_with_scan,0.0121,12.1
4096,1,compact,compact_work_efficient_pow2,0.124928,124.928
4096,1,compact,compact_work_efficient_non_pow2,0.073728,73.72800000000001
4096,2,scan,scan_cpu_pow2,0.0022,2.2
4096,2,scan,scan_cpu_non_pow2,0.0028,2.8
4096,2,scan,scan_naive_pow2,0.907264,907.264
4096,2,scan,scan_naive_non_pow2,0.221184,221.184
4096,2,scan,scan_work_efficient_pow2,0.14336,143.35999999999999
4096,2,scan,scan_work_efficient_non_pow2,0.072704,72.70400000000001
4096,2,scan,scan_thrust_pow2,0.109568,109.568
4096,2,scan,scan_thrust_non_pow2,0.045056,45.056
4096,2,compact,compact_cpu_without_scan_pow2,0.0079,7.9
4096,2,compact,compact_cpu_without_scan_non_pow2,0.0045,4.5
4096,2,compact,compact_cpu_with_scan,0.014,14.0
4096,2,compact,compact_work_efficient_pow2,0.171008,171.00799999999998
4096,2,compact,compact_work_efficient_non_pow2,0.072704,72.70400000000001
4096,3,scan,scan_cpu_pow2,0.0028,2.8
4096,3,scan,scan_cpu_non_pow2,0.002,2.0
4096,3,scan,scan_naive_pow2,0.325632,325.632
4096,3,scan,scan_naive_non_pow2,0.277504,277.50399999999996
4096,3,scan,scan_work_efficient_pow2,0.16384,163.84
4096,3,scan,scan_work_efficient_non_pow2,0.083968,83.968
4096,3,scan,scan_thrust_pow2,0.130048,130.048
4096,3,scan,scan_thrust_non_pow2,0.041984,41.984
4096,3,compact,compact_cpu_without_scan_pow2,0.008,8.0
4096,3,compact,compact_cpu_without_scan_non_pow2,0.0046,4.6
4096,3,compact,compact_cpu_with_scan,0.0143,14.3
4096,3,compact,compact_work_efficient_pow2,0.20992,209.92
4096,3,compact,compact_work_efficient_non_pow2,0.126976,126.976
4096,4,scan,scan_cpu_pow2,0.0028,2.8
4096,4,scan,scan_cpu_non_pow2,0.0019,1.9
4096,4,scan,scan_naive_pow2,0.411648,411.648
4096,4,scan,scan_naive_non_pow2,0.282624,282.62399999999997
4096,4,scan,scan_work_efficient_pow2,0.16384,163.84
4096,4,scan,scan_work_efficient_non_pow2,0.08192,81.92
4096,4,scan,scan_thrust_pow2,0.125952,125.95200000000001
4096,4,scan,scan_thrust_non_pow2,0.058368,58.368
4096,4,compact,compact_cpu_without_scan_pow2,0.0079,7.9
4096,4,compact,compact_cpu_without_scan_non_pow2,0.0047,4.7
4096,4,compact,compact_cpu_with_scan,0.0123,12.3
4096,4,compact,compact_work_efficient_pow2,0.163904,163.904
4096,4,compact,compact_work_efficient_non_pow2,0.120832,120.832
4096,5,scan,scan_cpu_pow2,0.0018,1.8
4096,5,scan,scan_cpu_non_pow2,0.0016,1.6
4096,5,scan,scan_naive_pow2,0.295936,295.936
4096,5,scan,scan_naive_non_pow2,0.27136,271.36
4096,5,scan,scan_work_efficient_pow2,0.1792,179.2
4096,5,scan,scan_work_efficient_non_pow2,0.06144,61.440000000000005
4096,5,scan,scan_thrust_pow2,0.111616,111.61600000000001
4096,5,scan,scan_thrust_non_pow2,0.045056,45.056
4096,5,compact,compact_cpu_without_scan_pow2,0.0078,7.8
4096,5,compact,compact_cpu_without_scan_non_pow2,0.0044,4.4
4096,5,compact,compact_cpu_with_scan,0.0132,13.2
4096,5,compact,compact_work_efficient_pow2,0.196608,196.608
4096,5,compact,compact_work_efficient_non_pow2,0.079872,79.872
4096,6,scan,scan_cpu_pow2,0.002,2.0
4096,6,scan,scan_cpu_non_pow2,0.0016,1.6
4096,6,scan,scan_naive_pow2,0.268288,268.288
4096,6,scan,scan_naive_non_pow2,0.241664,241.664
4096,6,scan,scan_work_efficient_pow2,0.145408,145.40800000000002
4096,6,scan,scan_work_efficient_non_pow2,0.0512,51.2
4096,6,scan,scan_thrust_pow2,0.11264,112.64
4096,6,scan,scan_thrust_non_pow2,0.079872,79.872
4096,6,compact,compact_cpu_without_scan_pow2,0.008,8.0
4096,6,compact,compact_cpu_without_scan_non_pow2,0.0047,4.7
4096,6,compact,compact_cpu_with_scan,0.0127,12.7
4096,6,compact,compact_work_efficient_pow2,0.160768,160.768
4096,6,compact,compact_work_efficient_non_pow2,0.142336,142.33599999999998
4096,7,scan,scan_cpu_pow2,0.0024,2.4
4096,7,scan,scan_cpu_non_pow2,0.002,2.0
4096,7,scan,scan_naive_pow2,0.33792,337.92
4096,7,scan,scan_naive_non_pow2,0.214016,214.01600000000002
4096,7,scan,scan_work_efficient_pow2,0.234496,234.496
4096,7,scan,scan_work_efficient_non_pow2,0.06144,61.440000000000005
4096,7,scan,scan_thrust_pow2,0.1024,102.4
4096,7,scan,scan_thrust_non_pow2,0.044032,44.032000000000004
4096,7,compact,compact_cpu_without_scan_pow2,0.0079,7.9
4096,7,compact,compact_cpu_without_scan_non_pow2,0.0045,4.5
4096,7,compact,compact_cpu_with_scan,0.0137,13.700000000000001
4096,7,compact,compact_work_efficient_pow2,0.151552,151.552
4096,7,compact,compact_work_efficient_non_pow2,0.109568,109.568
4096,8,scan,scan_cpu_pow2,0.0026,2.6
4096,8,scan,scan_cpu_non_pow2,0.002,2.0
4096,8,scan,scan_naive_pow2,0.2816,281.6
4096,8,scan,scan_naive_non_pow2,0.238592,238.59199999999998
4096,8,scan,scan_work_efficient_pow2,0.264192,264.192
4096,8,scan,scan_work_efficient_non_pow2,0.050176,50.176
4096,8,scan,scan_thrust_pow2,0.104448,104.448
4096,8,scan,scan_thrust_non_pow2,0.067584,67.584
4096,8,compact,compact_cpu_without_scan_pow2,0.0078,7.8
4096,8,compact,compact_cpu_without_scan_non_pow2,0.0044,4.4
4096,8,compact,compact_cpu_with_scan,0.0125,12.5
4096,8,compact,compact_work_efficient_pow2,0.164864,164.864
4096,8,compact,compact_work_efficient_non_pow2,0.11264,112.64
4096,9,scan,scan_cpu_pow2,0.0027,2.7
4096,9,scan,scan_cpu_non_pow2,0.002,2.0
4096,9,scan,scan_naive_pow2,0.309248,309.24800000000005
4096,9,scan,scan_naive_non_pow2,0.24064,240.64
4096,9,scan,scan_work_efficient_pow2,0.124928,124.928
4096,9,scan,scan_work_efficient_non_pow2,0.095232,95.232
4096,9,scan,scan_thrust_pow2,0.139264,139.264
4096,9,scan,scan_thrust_non_pow2,0.0512,51.2
4096,9,compact,compact_cpu_without_scan_pow2,0.0101,10.1
4096,9,compact,compact_cpu_without_scan_non_pow2,0.0061,6.1000000000000005
4096,9,compact,compact_cpu_with_scan,0.0153,15.299999999999999
4096,9,compact,compact_work_efficient_pow2,0.212992,212.992
4096,9,compact,compact_work_efficient_non_pow2,0.098304,98.304
4096,10,scan,scan_cpu_pow2,0.0022,2.2
4096,10,scan,scan_cpu_non_pow2,0.0016,1.6
4096,10,scan,scan_naive_pow2,0.340992,340.992
4096,10,scan,scan_naive_non_pow2,0.26112,261.12
4096,10,scan,scan_work_efficient_pow2,0.157696,157.696
4096,10,scan,scan_work_efficient_non_pow2,0.086016,86.01599999999999
4096,10,scan,scan_thrust_pow2,0.100288,100.288
4096,10,scan,scan_thrust_non_pow2,0.057344,57.344
4096,10,compact,compact_cpu_without_scan_pow2,0.008,8.0
4096,10,compact,compact_cpu_without_scan_non_pow2,0.0045,4.5
4096,10,compact,compact_cpu_with_scan,0.015,15.0
4096,10,compact,compact_work_efficient_pow2,0.200704,200.704
4096,10,compact,compact_work_efficient_non_pow2,0.114688,114.688
2048,1,scan,scan_cpu_pow2,0.0014,1.4
2048,1,scan,scan_cpu_non_pow2,0.001,1.0
2048,1,scan,scan_naive_pow2,0.385088,385.08799999999997
2048,1,scan,scan_naive_non_pow2,0.299008,299.008
2048,1,scan,scan_work_efficient_pow2,0.12288,122.88000000000001
2048,1,scan,scan_work_efficient_non_pow2,0.083968,83.968
2048,1,scan,scan_thrust_pow2,0.11264,112.64
2048,1,scan,scan_thrust_non_pow2,0.045056,45.056
2048,1,compact,compact_cpu_without_scan_pow2,0.0041,4.1000000000000005
2048,1,compact,compact_cpu_without_scan_non_pow2,0.0023,2.3
2048,1,compact,compact_cpu_with_scan,0.0108,10.8
2048,1,compact,compact_work_efficient_pow2,0.186368,186.368
2048,1,compact,compact_work_efficient_non_pow2,0.099328,99.328
2048,2,scan,scan_cpu_pow2,0.0015,1.5
2048,2,scan,scan_cpu_non_pow2,0.001,1.0
2048,2,scan,scan_naive_pow2,0.953344,953.3439999999999
2048,2,scan,scan_naive_non_pow2,0.288768,288.76800000000003
2048,2,scan,scan_work_efficient_pow2,0.196608,196.608
2048,2,scan,scan_work_efficient_non_pow2,0.053248,53.248
2048,2,scan,scan_thrust_pow2,0.116736,116.736
2048,2,scan,scan_thrust_non_pow2,0.049184,49.184
2048,2,compact,compact_cpu_without_scan_pow2,0.0042,4.2
2048,2,compact,compact_cpu_without_scan_non_pow2,0.0022,2.2
2048,2,compact,compact_cpu_with_scan,0.0084,8.4
2048,2,compact,compact_work_efficient_pow2,0.177152,177.15200000000002
2048,2,compact,compact_work_efficient_non_pow2,0.14336,143.35999999999999
2048,3,scan,scan_cpu_pow2,0.0012,1.2
2048,3,scan,scan_cpu_non_pow2,0.0009,0.9
2048,3,scan,scan_naive_pow2,0.805888,805.888
2048,3,scan,scan_naive_non_pow2,0.269312,269.312
2048,3,scan,scan_work_efficient_pow2,0.192512,192.512
2048,3,scan,scan_work_efficient_non_pow2,0.052224,52.224
2048,3,scan,scan_thrust_pow2,0.105472,105.472
2048,3,scan,scan_thrust_non_pow2,0.041984,41.984
2048,3,compact,compact_cpu_without_scan_pow2,0.0044,4.4
2048,3,compact,compact_cpu_without_scan_non_pow2,0.0022,2.2
2048,3,compact,compact_cpu_with_scan,0.0066,6.6
2048,3,compact,compact_work_efficient_pow2,0.187392,187.392
2048,3,compact,compact_work_efficient_non_pow2,0.142336,142.33599999999998
2048,4,scan,scan_cpu_pow2,0.0012,1.2
2048,4,scan,scan_cpu_non_pow2,0.0009,0.9
2048,4,scan,scan_naive_pow2,0.467968,467.968
2048,4,scan,scan_naive_non_pow2,0.190464,190.464
2048,4,scan,scan_work_efficient_pow2,0.130048,130.048
2048,4,scan,scan_work_efficient_non_pow2,0.050176,50.176
2048,4,scan,scan_thrust_pow2,0.105472,105.472
2048,4,scan,scan_thrust_non_pow2,0.043072,43.072
2048,4,compact,compact_cpu_without_scan_pow2,0.0041,4.1000000000000005
2048,4,compact,compact_cpu_without_scan_non_pow2,0.0022,2.2
2048,4,compact,compact_cpu_with_scan,0.0063,6.3
2048,4,compact,compact_work_efficient_pow2,0.16384,163.84
2048,4,compact,compact_work_efficient_non_pow2,0.098304,98.304
2048,5,scan,scan_cpu_pow2,0.0014,1.4
2048,5,scan,scan_cpu_non_pow2,0.001,1.0
2048,5,scan,scan_naive_pow2,0.294912,294.91200000000003
2048,5,scan,scan_naive_non_pow2,0.289792,289.792
2048,5,scan,scan_work_efficient_pow2,0.123904,123.904
2048,5,scan,scan_work_efficient_non_pow2,0.084992,84.992
2048,5,scan,scan_thrust_pow2,0.1024,102.4
2048,5,scan,scan_thrust_non_pow2,0.054272,54.272
2048,5,compact,compact_cpu_without_scan_pow2,0.0052,5.2
2048,5,compact,compact_cpu_without_scan_non_pow2,0.0028,2.8
2048,5,compact,compact_cpu_with_scan,0.0079,7.9
2048,5,compact,compact_work_efficient_pow2,0.167936,167.936
2048,5,compact,compact_work_efficient_non_pow2,0.0768,76.8
2048,6,scan,scan_cpu_pow2,0.0013,1.3
2048,6,scan,scan_cpu_non_pow2,0.001,1.0
2048,6,scan,scan_naive_pow2,0.387072,387.072
2048,6,scan,scan_naive_non_pow2,0.29696,296.96
2048,6,scan,scan_work_efficient_pow2,0.177152,177.15200000000002
2048,6,scan,scan_work_efficient_non_pow2,0.686144,686.144
2048,6,scan,scan_thrust_pow2,0.113664,113.664
2048,6,scan,scan_thrust_non_pow2,0.04096,40.96
2048,6,compact,compact_cpu_without_scan_pow2,0.0044,4.4
2048,6,compact,compact_cpu_without_scan_non_pow2,0.0021,2.1
2048,6,compact,compact_cpu_with_scan,0.0056,5.6
2048,6,compact,compact_work_efficient_pow2,0.15872,158.72
2048,6,compact,compact_work_efficient_non_pow2,0.10752,107.52000000000001
2048,7,scan,scan_cpu_pow2,0.0013,1.3
2048,7,scan,scan_cpu_non_pow2,0.0008,0.8
2048,7,scan,scan_naive_pow2,0.280576,280.57599999999996
2048,7,scan,scan_naive_non_pow2,0.19456,194.56
2048,7,scan,scan_work_efficient_pow2,0.126048,126.04799999999999
2048,7,scan,scan_work_efficient_non_pow2,0.052224,52.224
2048,7,scan,scan_thrust_pow2,0.110592,110.592
2048,7,scan,scan_thrust_non_pow2,0.050176,50.176
2048,7,compact,compact_cpu_without_scan_pow2,0.0052,5.2
2048,7,compact,compact_cpu_without_scan_non_pow2,0.0026,2.6
2048,7,compact,compact_cpu_with_scan,0.0066,6.6
2048,7,compact,compact_work_efficient_pow2,0.290816,290.81600000000003
2048,7,compact,compact_work_efficient_non_pow2,0.080896,80.896
2048,8,scan,scan_cpu_pow2,0.0016,1.6
2048,8,scan,scan_cpu_non_pow2,0.001,1.0
2048,8,scan,scan_naive_pow2,0.335872,335.872
2048,8,scan,scan_naive_non_pow2,0.219136,219.136
2048,8,scan,scan_work_efficient_pow2,0.19968,199.68
2048,8,scan,scan_work_efficient_non_pow2,0.0512,51.2
2048,8,scan,scan_thrust_pow2,0.14336,143.35999999999999
2048,8,scan,scan_thrust_non_pow2,0.044032,44.032000000000004
2048,8,compact,compact_cpu_without_scan_pow2,0.0038,3.8
2048,8,compact,compact_cpu_without_scan_non_pow2,0.002,2.0
2048,8,compact,compact_cpu_with_scan,0.0049,4.8999999999999995
2048,8,compact,compact_work_efficient_pow2,0.16896,168.96
2048,8,compact,compact_work_efficient_non_pow2,0.110592,110.592
2048,9,scan,scan_cpu_pow2,0.0014,1.4
2048,9,scan,scan_cpu_non_pow2,0.001,1.0
2048,9,scan,scan_naive_pow2,0.333824,333.824
2048,9,scan,scan_naive_non_pow2,0.212992,212.992
2048,9,scan,scan_work_efficient_pow2,0.151552,151.552
2048,9,scan,scan_work_efficient_non_pow2,0.065536,65.536
2048,9,scan,scan_thrust_pow2,0.1024,102.4
2048,9,scan,scan_thrust_non_pow2,0.04496,44.96
2048,9,compact,compact_cpu_without_scan_pow2,0.0042,4.2
2048,9,compact,compact_cpu_without_scan_non_pow2,0.0022,2.2
2048,9,compact,compact_cpu_with_scan,0.0054,5.4
2048,9,compact,compact_work_efficient_pow2,0.16384,163.84
2048,9,compact,compact_work_efficient_non_pow2,0.72704,727.04
2048,10,scan,scan_cpu_pow2,0.0011,1.1
2048,10,scan,scan_cpu_non_pow2,0.0009,0.9
2048,10,scan,scan_naive_pow2,0.319488,319.488
2048,10,scan,scan_naive_non_pow2,0.221184,221.184
2048,10,scan,scan_work_efficient_pow2,0.185344,185.34400000000002
2048,10,scan,scan_work_efficient_non_pow2,0.08192,81.92
2048,10,scan,scan_thrust_pow2,0.103424,103.424
2048,10,scan,scan_thrust_non_pow2,0.045056,45.056
2048,10,compact,compact_cpu_without_scan_pow2,0.0043,4.3
2048,10,compact,compact_cpu_without_scan_non_pow2,0.0023,2.3
2048,10,compact,compact_cpu_with_scan,0.0068,6.8
2048,10,compact,compact_work_efficient_pow2,0.192512,192.512
2048,10,compact,compact_work_efficient_non_pow2,0.073728,73.72800000000001
1024,1,scan,scan_cpu_pow2,0.001,1.0
1024,1,scan,scan_cpu_non_pow2,0.0006,0.6
1024,1,scan,scan_naive_pow2,0.357376,357.37600000000003
1024,1,scan,scan_naive_non_pow2,0.274432,274.432
1024,1,scan,scan_work_efficient_pow2,0.193536,193.536
1024,1,scan,scan_work_efficient_non_pow2,0.088064,88.06400000000001
1024,1,scan,scan_thrust_pow2,0.118784,118.784
1024,1,scan,scan_thrust_non_pow2,0.04608,46.080000000000005
1024,1,compact,compact_cpu_without_scan_pow2,0.0019,1.9
1024,1,compact,compact_cpu_without_scan_non_pow2,0.001,1.0
1024,1,compact,compact_cpu_with_scan,0.0026,2.6
1024,1,compact,compact_work_efficient_pow2,0.193536,193.536
1024,1,compact,compact_work_efficient_non_pow2,0.105472,105.472
1024,2,scan,scan_cpu_pow2,0.0012,1.2
1024,2,scan,scan_cpu_non_pow2,0.0005,0.5
1024,2,scan,scan_naive_pow2,0.30208,302.08000000000004
1024,2,scan,scan_naive_non_pow2,0.241664,241.664
1024,2,scan,scan_work_efficient_pow2,0.178176,178.176
1024,2,scan,scan_work_efficient_non_pow2,0.08704,87.04
1024,2,scan,scan_thrust_pow2,0.128,128.0
1024,2,scan,scan_thrust_non_pow2,0.041984,41.984
1024,2,compact,compact_cpu_without_scan_pow2,0.0022,2.2
1024,2,compact,compact_cpu_without_scan_non_pow2,0.0011,1.1
1024,2,compact,compact_cpu_with_scan,0.0031,3.1
1024,2,compact,compact_work_efficient_pow2,0.141312,141.31199999999998
1024,2,compact,compact_work_efficient_non_pow2,0.0768,76.8
1024,3,scan,scan_cpu_pow2,0.0009,0.9
1024,3,scan,scan_cpu_non_pow2,0.0006,0.6
1024,3,scan,scan_naive_pow2,0.406528,406.528
1024,3,scan,scan_naive_non_pow2,0.272384,272.384
1024,3,scan,scan_work_efficient_pow2,0.152576,152.576
1024,3,scan,scan_work_efficient_non_pow2,0.084992,84.992
1024,3,scan,scan_thrust_pow2,0.123904,123.904
1024,3,scan,scan_thrust_non_pow2,0.055296,55.296
1024,3,compact,compact_cpu_without_scan_pow2,0.0028,2.8
1024,3,compact,compact_cpu_without_scan_non_pow2,0.0013,1.3
1024,3,compact,compact_cpu_with_scan,0.0035,3.5
1024,3,compact,compact_work_efficient_pow2,0.182272,182.272
1024,3,compact,compact_work_efficient_non_pow2,0.109568,109.568
